match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5447058003,4565054863,False,1590955391,2063,7633.0,9.0,1,2,80,10,134,"110,129,41,74,30","58,7,65,39,12"
5447065803,4565047111,False,1590955263,2284,4143.0,3.0,7,22,80,4,181,"84,128,11,38,1","30,12,56,110,2"
5447066015,4565037941,True,1590955271,1887,4443.0,3.0,7,22,80,5,138,"62,92,90,67,129","99,87,101,106,11"
5447069719,4565042507,False,1590955437,1881,5689.0,3.0,7,22,80,5,193,"79,53,96,32,121","92,10,7,46,38"
5447075419,4565077168,False,1590955693,3588,5455.0,5.0,7,22,80,6,133,"3,42,120,47,34","82,67,35,5,38"
5447080502,4565053941,True,1590955938,2120,6743.0,4.0,7,22,80,4,137,"23,44,30,110,77","87,106,67,74,38"
5447084113,4565047824,True,1590956103,1477,7466.0,4.0,7,22,80,5,183,"110,51,98,23,77","86,65,19,31,10"
5447086918,4565051923,False,1590956228,1675,6822.0,3.0,7,22,80,3,132,"16,83,106,7,8","42,126,5,110,11"
5447088012,4565046402,True,1590956279,1205,6854.0,5.0,7,22,80,8,151,"5,93,45,16,80","42,46,56,14,102"
5447088503,4565063316,True,1590956304,2267,5959.0,4.0,0,22,80,5,188,"56,9,21,58,70","53,10,39,107,59"
5447090016,4565071878,True,1590956373,2635,5594.0,7.0,7,22,80,8,156,"98,100,91,95,21","70,43,79,56,83"
5447092816,4565070110,True,1590956494,2405,4810.0,5.0,7,22,80,8,132,"98,50,21,8,107","23,4,53,30,7"
5447098611,4565067457,True,1590956775,1836,4672.0,7.0,7,22,80,8,132,"50,12,129,9,17","86,56,85,44,38"
5447098917,4565063707,False,1590956775,1714,6698.0,3.0,7,22,80,4,122,"119,37,99,21,77","56,84,38,95,112"
5447107412,4565077566,True,1590957191,2115,5083.0,3.0,7,22,80,5,132,"109,120,39,90,60","53,7,104,128,44"
5447107708,4565079996,False,1590957209,2127,5747.0,5.0,7,22,80,7,134,"110,92,7,2,44","111,77,126,35,54"
5447108916,4565070802,True,1590957264,1671,4923.0,4.0,7,22,80,7,137,"73,30,16,86,8","31,1,65,110,126"
5447111607,4565096268,True,1590957396,2981,4672.0,6.0,7,22,80,7,183,"54,79,114,85,63","7,37,11,77,120"
5447112003,4565071084,False,1590957405,1381,6299.0,4.0,7,22,80,6,132,"98,106,92,119,77","93,58,64,39,53"
5447112101,4565126655,False,1590957435,3754,6467.0,8.0,1,2,80,10,131,"49,92,111,44,45","1,31,100,63,65"
5447113001,4565095278,False,1590957466,2497,5481.0,5.0,7,22,80,6,152,"65,86,3,67,120","129,45,90,39,114"
5447113711,4565089375,True,1590957506,2463,4647.0,4.0,7,22,80,6,131,"33,111,17,9,93","62,70,120,77,3"
5447116409,4565083810,True,1590957636,1994,4977.0,3.0,7,22,80,4,131,"107,31,1,96,23","93,104,86,126,26"
5447116702,4565076998,True,1590957646,1634,4983.0,4.0,7,22,80,6,153,"65,50,71,37,8","46,51,36,114,90"
5447119917,4565098319,True,1590957816,1989,6884.0,5.0,1,2,80,10,251,"39,46,110,49,79","58,32,23,13,126"
5447125305,4565087155,False,1590958066,1628,5760.0,6.0,7,22,80,8,122,"104,106,70,91,64","100,10,53,17,31"
5447126701,4565094965,False,1590958142,2094,4818.0,5.0,7,22,80,6,132,"74,49,9,28,41","33,86,64,35,81"
5447127910,4565086907,True,1590958192,1618,5594.0,6.0,7,22,80,7,123,"114,80,88,84,38","5,100,17,29,8"
5447130005,4565094906,False,1590958276,1970,6315.0,5.0,7,22,80,7,121,"12,23,100,38,58","2,84,13,80,79"
