match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5441178801,4560155560,False,1590716617,1976,5115,5,7,22,80,5,123,"86,49,104,31,6","120,95,39,80,84"
5441182613,4560165471,False,1590716873,2535,4940,7,7,22,80,8,123,"34,35,62,99,58","36,8,10,87,7"
5441184711,4560160792,False,1590717013,1995,5845,4,7,22,80,7,155,"23,88,94,64,58","119,66,25,114,32"
5441188108,4560169059,False,1590717240,2473,6050,5,0,22,80,8,137,"78,1,37,52,100","107,9,8,13,106"
5441192908,4560177504,False,1590717768,2822,6941,3,7,3,80,8,236,"31,120,106,41,108","100,36,95,99,21"
5441193707,4560176559,True,1590717859,2570,5355,7,7,3,80,9,227,"39,41,25,60,126","95,55,129,110,88"
5441194006,4560169899,True,1590717879,2033,5231,7,7,22,80,9,122,"14,112,80,120,42","60,106,56,64,32"
5441197416,4560176587,True,1590718131,2392,5183,5,7,22,80,8,152,"1,16,56,17,3","19,86,10,108,111"
5441199417,4560172761,False,1590718285,1699,5956,4,7,22,80,5,122,"128,103,39,3,120","17,7,65,56,111"
5441199602,4560176919,True,1590718295,2084,4415,6,7,22,80,9,137,"126,11,42,64,51","39,21,30,53,41"
5441201608,4560175305,True,1590718431,1958,5186,4,7,22,80,6,156,"44,25,15,11,64","36,120,106,29,7"
5441203104,4560192416,True,1590718546,3288,5729,5,7,22,80,6,123,"63,35,65,109,126","29,68,89,22,20"
5441204717,4560188480,False,1590718660,2591,4916,4,7,22,80,5,251,"96,106,87,88,67","39,53,54,71,64"
5441205118,4560171187,False,1590718686,1322,6270,6,7,22,80,6,132,"96,86,110,1,46","10,23,3,105,126"
5441206713,4560177683,False,1590718805,1604,4822,4,7,22,80,5,152,"7,38,35,13,12","80,86,5,48,39"
5441210506,4560183787,False,1590719072,1889,4660,5,7,22,80,6,153,"8,87,35,16,62","64,36,10,53,7"
5441210614,4560187245,True,1590719076,2188,5107,8,7,3,80,9,227,"26,28,85,38,70","42,69,121,19,23"
5441211807,4560178004,True,1590719161,1317,7192,7,7,22,80,8,121,"63,100,43,36,83","17,104,90,52,44"
5441218006,4560191667,True,1590719572,2170,5062,4,7,22,80,5,121,"109,25,120,91,64","73,51,106,96,128"
5441221804,4560195578,True,1590719844,2239,4689,4,7,22,80,6,155,"95,129,25,74,111","110,46,96,71,6"
5441222709,4560200671,True,1590719903,2398,4691,3,7,22,80,4,188,"95,86,96,3,17","104,5,65,14,12"
5441223006,4560193409,False,1590719912,1963,4868,7,7,22,80,9,111,"114,18,3,39,71","110,6,90,38,10"
5441223401,4560200075,True,1590719937,2358,5988,8,7,22,80,8,122,"33,32,13,128,58","112,31,120,72,126"
5441228403,4560203644,True,1590720273,2402,6987,4,7,22,80,5,121,"74,19,89,9,68","84,53,86,56,34"
5441229109,4560193739,True,1590720318,1617,5429,4,7,22,80,6,133,"21,50,89,35,112","54,39,86,84,33"
5441233017,4560207619,False,1590720569,2437,5369,5,7,22,80,6,111,"32,107,22,30,99","80,70,126,120,101"
5441234402,4560231811,True,1590720638,4026,6264,6,7,22,80,6,123,"39,111,126,109,7","3,13,4,129,11"
5441235104,4560220246,True,1590720698,3069,4483,3,7,22,80,6,154,"90,109,39,104,56","112,22,26,70,13"
5441239000,4560208776,False,1590720944,2065,4435,4,7,22,80,5,155,"16,44,106,26,104","109,56,83,11,126"
5441241212,4560213875,False,1590721074,2311,6042,5,7,22,80,7,151,"71,112,52,80,49","106,64,86,32,60"
