match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5436480704,4556352479,True,1590493998,1238,4219,5,7,22,80,6,186,"34,62,50,1,39","10,104,68,25,41"
5436480904,4556380152,False,1590494008,1895,4677,5,7,22,80,5,131,"114,110,106,62,51","42,98,30,120,10"
5436483019,4556372810,True,1590494084,2656,5515,5,7,22,80,7,201,"12,39,104,68,85","54,21,53,47,3"
5436487011,4556397504,False,1590494244,1761,4021,3,7,22,80,8,156,"8,45,60,94,121","58,46,51,63,48"
5436487101,4556446262,False,1590494244,2477,4958,4,7,22,80,6,182,"38,68,102,39,93","99,3,110,109,97"
5436490203,4556377099,True,1590494373,2303,5398,4,0,3,80,4,227,"106,44,87,21,128","119,43,42,86,108"
5436493411,4556408694,False,1590494462,2922,5486,1,7,22,80,3,193,"121,5,36,34,10","1,120,90,17,86"
5436508605,4556381770,False,1590494957,2109,5448,1,7,22,80,4,136,"126,28,84,10,83","112,23,32,111,120"
5436511813,4556402341,True,1590495064,2796,5068,5,7,22,80,7,137,"44,108,63,46,3","31,39,8,56,49"
5436522105,4556393290,True,1590495408,2112,4525,5,7,22,80,8,183,"56,119,104,87,70","52,85,96,8,58"
5436524106,4556374468,True,1590495462,931,6292,5,7,3,80,6,227,"38,93,106,101,27","3,13,45,49,46"
5436525713,4556399035,False,1590495528,1963,5090,6,7,3,80,7,236,"16,35,52,68,106","86,96,70,9,46"
5436526404,4556377871,False,1590495553,1618,5874,6,7,22,80,6,154,"36,70,2,19,5","62,54,31,99,74"
5436527604,4556424581,True,1590495582,2082,5768,4,7,22,80,6,132,"46,5,3,42,38","56,64,41,86,126"
5436536703,4556419428,True,1590496083,1461,4422,2,7,22,80,3,135,"129,27,32,93,100","111,106,16,41,62"
5436546911,4556421751,True,1590496793,3457,6389,9,1,2,80,10,133,"67,17,121,129,30","119,65,2,53,93"
5436546918,4556405595,True,1590496637,1147,5768,3,7,22,80,3,132,"110,66,2,48,77","95,80,3,9,16"
5436549618,4556404430,False,1590496745,2170,4060,4,7,22,80,6,181,"36,5,50,61,95","56,38,86,30,12"
5436552003,4556417670,True,1590496846,2235,6393,7,7,3,80,8,236,"45,49,9,1,25","41,17,30,21,108"
5436553201,4556401403,True,1590496913,1875,4699,2,7,22,80,5,182,"69,121,84,46,93","1,86,3,106,39"
5436556115,4556419464,True,1590497067,2233,5602,6,0,3,80,8,227,"7,114,38,74,5","62,47,49,87,40"
5436557702,4556392150,True,1590497139,1537,5445,4,0,22,80,5,137,"30,96,93,32,26","14,7,23,4,70"
5436559202,4556399953,True,1590497210,1744,5796,6,0,22,80,8,136,"95,103,33,111,120","20,70,107,26,10"
5436561405,4556414433,False,1590497327,1884,5501,4,7,22,80,7,133,"120,23,90,67,53","6,129,106,31,11"
5436562406,4556478367,False,1590497380,2596,6905,4,7,3,80,8,227,"75,36,12,86,29","52,126,93,3,88"
5436570718,4556430663,False,1590497718,2317,5017,4,7,22,80,7,135,"7,1,21,17,85","99,106,11,3,45"
5436571000,4556417040,True,1590497719,1637,6702,5,7,3,80,8,236,"5,77,28,49,21","32,13,105,66,120"
5436574901,4556421586,True,1590498088,2006,6737,8,1,2,80,10,131,"106,36,53,3,62","129,121,46,49,86"
5436577109,4556555940,True,1590498031,1711,5435,5,7,22,80,7,132,"2,42,37,1,46","105,114,90,74,62"
5436580505,4556413761,True,1590498215,2185,5431,5,7,22,80,7,155,"32,31,27,17,120","56,66,70,52,39"
5436584506,4556495791,True,1590498377,2226,4956,2,7,22,80,7,138,"67,17,36,19,64","21,65,42,53,66"
5436584805,4556469223,False,1590498377,1815,6009,1,7,22,80,5,131,"85,52,120,26,109","4,31,21,46,62"
5436585118,4556453019,True,1590498377,2333,5221,7,7,3,80,9,236,"40,39,121,96,93","28,64,70,22,17"
5436588710,4556422757,True,1590498538,1571,6018,3,7,22,80,7,156,"39,106,121,52,67","36,83,126,77,84"
5436591517,4556465492,False,1590498612,2114,5646,2,7,22,80,4,133,"10,68,35,53,12","59,44,104,39,111"
5436594516,4556505090,False,1590498766,1451,5455,8,7,22,80,10,131,"98,21,109,111,114","83,19,49,43,52"
5436595816,4556416578,True,1590498808,1798,4708,6,7,22,80,8,188,"53,110,87,106,8","126,28,63,114,128"
5436598318,4556513582,True,1590498901,1397,5312,8,7,3,80,8,227,"39,69,22,77,32","126,44,84,3,49"
5436607507,4556452653,False,1590499287,1843,5885,3,7,22,80,5,135,"56,62,79,121,54","84,126,61,1,110"
5436607512,4556420769,True,1590499287,1513,5628,2,7,22,80,4,183,"7,12,21,77,85","84,88,34,38,8"
5436608916,4556423982,False,1590499361,1679,5439,7,7,3,80,9,227,"25,44,58,11,23","86,1,38,15,64"
5436613505,4556433417,True,1590499523,1703,5637,3,7,22,80,4,132,"86,53,109,126,90","129,23,3,106,10"
5436614614,4556482477,False,1590499550,1545,4625,6,7,22,80,7,155,"64,6,126,38,71","86,42,39,120,128"
5436619016,4556472101,False,1590499764,2143,4685,3,7,22,80,8,153,"5,59,129,41,14","9,19,104,12,112"
5436619517,4556436760,False,1590499764,1253,5640,5,7,22,80,5,154,"126,44,96,27,82","104,31,62,39,114"
5436622101,4556458112,True,1590499881,2748,5484,8,7,22,80,8,137,"110,77,56,30,2","37,36,54,62,45"
5436625115,4556447132,False,1590500025,1966,4619,3,7,22,80,4,134,"120,93,11,19,87","39,32,3,68,53"
5436629518,4556435027,True,1590500217,1624,5649,5,7,22,80,6,134,"114,11,100,45,38","105,12,36,43,21"
5436631719,4556454519,True,1590500307,1758,5569,3,7,22,80,4,183,"121,126,56,101,114","86,1,25,30,129"
5436631905,4556440130,True,1590500307,1993,4457,8,7,22,80,8,152,"92,56,27,41,17","79,39,83,63,114"
5436641615,4556456219,True,1590500721,1838,5191,4,7,22,80,6,137,"12,65,121,9,126","51,77,31,38,92"
5436642606,4556478235,False,1590500773,3361,3328,2,7,22,80,3,138,"5,113,104,62,1","4,129,63,12,20"
