match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5435995615,4555975204,True,1590471683,1743,5453.0,5.0,7,22,80,5,122,"106,2,100,1,39","68,36,13,93,110"
5435998209,4555997067,False,1590471853,3318,5385.0,3.0,7,22,80,4,137,"67,23,33,128,7","121,32,35,25,38"
5436000211,4555983667,False,1590471989,2152,4029.0,4.0,7,22,80,6,251,"70,29,119,45,27","100,8,111,120,104"
5436004303,4555994598,False,1590472219,2560,5834.0,8.0,7,3,80,9,223,"128,15,99,114,45","87,98,68,56,106"
5436014511,4555992902,False,1590472692,2175,5510.0,3.0,7,22,80,6,122,"129,100,70,22,64","112,39,19,52,12"
5436014708,4556001210,False,1590472681,2750,4216.0,3.0,7,22,80,4,131,"93,46,45,63,90","49,84,106,128,4"
5436017412,4556008666,True,1590472803,3189,6751.0,6.0,7,3,80,7,223,"2,40,39,109,58","5,48,17,86,60"
5436027000,4556002006,True,1590473348,2228,5518.0,7.0,0,3,80,7,227,"53,21,72,111,39","60,43,26,2,30"
5436030505,4556009522,False,1590473543,2417,5009.0,2.0,7,22,80,3,181,"7,113,69,111,23","31,60,87,34,4"
5436033313,4556008698,True,1590473690,2323,5714.0,5.0,7,3,80,8,227,"101,21,70,37,45","9,39,106,40,86"
5436034204,4556005867,True,1590473743,1967,4253.0,2.0,7,22,80,3,251,"16,72,128,100,95","27,85,93,45,14"
5436035209,4556002078,True,1590473794,1721,6953.0,3.0,7,22,80,4,123,"112,73,110,80,2","86,66,48,39,40"
5436036606,4556031129,False,1590473873,3282,4900.0,4.0,7,22,80,6,151,"83,74,101,36,93","57,119,23,1,9"
5436041013,4556030374,True,1590474123,3177,5088.0,1.0,7,22,80,4,251,"39,98,31,53,95","3,71,45,41,2"
5436041318,4556007766,True,1590474133,1808,4918.0,8.0,7,3,80,9,236,"17,40,100,56,16","31,32,10,99,27"
5436041504,4556012012,False,1590474133,2098,6816.0,5.0,7,22,80,7,134,"93,13,63,17,50","111,61,120,62,4"
5436041916,4556015827,True,1590474164,2142,5320.0,6.0,7,22,80,6,153,"35,67,104,11,86","129,107,73,26,126"
5436042007,4556021046,True,1590474169,2649,5115.0,5.0,7,22,80,7,123,"17,50,114,52,5","2,86,31,11,70"
5436042707,4556011685,False,1590474214,1994,4150.0,6.0,7,3,80,8,227,"126,70,60,33,87","35,128,96,48,97"
5436044711,4556015738,False,1590474329,2094,4813.0,3.0,7,22,80,6,151,"1,53,120,84,34","9,26,99,4,82"
5436049208,4556024036,False,1590474549,2470,3406.0,1.0,7,3,80,5,227,"30,41,39,50,55","21,69,11,70,45"
5436053903,4556011414,True,1590474840,1346,4473.0,3.0,7,22,80,6,134,"64,34,48,96,101","27,99,1,92,58"
5436058808,4556018026,True,1590475100,1491,5559.0,4.0,7,22,80,6,131,"33,53,7,32,106","2,79,1,64,93"
5436063416,4556037445,True,1590475360,2465,6020.0,2.0,7,22,80,3,123,"119,84,2,120,93","25,64,100,65,54"
5436063918,4556032723,False,1590475395,2128,6025.0,7.0,7,3,80,10,227,"56,41,40,106,51","86,11,111,70,104"
