match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5445244405,4563465371,True,1590884272,1555,5856,4,7,22,80,4,134,"58,23,33,109,65","120,37,95,129,126"
5445247603,4563491545,True,1590884524,3511,5283,4,7,22,80,8,135,"106,70,128,14,74","25,93,13,29,3"
5445253503,4563490056,True,1590884929,2560,4934,3,7,22,80,4,251,"79,2,109,25,13","9,32,108,74,3"
5445254601,4563484754,False,1590885044,2400,6236,3,7,22,80,6,154,"27,62,6,38,74","26,7,106,129,12"
5445255201,4563488445,False,1590885084,2535,5506,5,7,22,80,6,138,"53,126,95,66,86","16,61,92,8,64"
5445256106,4563486871,True,1590885149,2468,4571,3,7,22,80,5,131,"11,110,84,9,42","85,30,4,2,56"
5445256707,4563482248,True,1590885201,1890,6005,2,7,22,80,4,121,"98,46,7,26,63","47,64,2,72,51"
5445257610,4563478114,True,1590885270,1659,4868,6,7,22,80,7,122,"3,32,38,9,70","108,39,35,5,56"
5445257901,4563474818,False,1590885295,1348,5886,1,7,22,80,4,138,"50,85,79,8,76","77,126,68,10,38"
5445258814,4563486271,False,1590885363,2200,6763,5,7,22,80,5,138,"83,59,44,46,87","39,3,26,129,77"
5445259602,4563505379,False,1590885409,3420,5124,5,7,22,80,8,152,"60,34,50,1,100","53,9,112,17,126"
5445261606,4563494022,True,1590885569,2522,7443,4,7,22,80,6,123,"8,13,39,7,58","70,128,104,51,126"
5445262011,4563505837,False,1590885599,3437,5511,7,7,3,80,8,236,"79,49,128,34,99","10,53,110,84,76"
5445275403,4563492109,True,1590886601,1454,6151,3,7,22,80,4,133,"112,38,80,101,110","10,12,108,87,105"
5445276107,4563494656,True,1590886661,1544,3762,1,7,22,80,5,121,"38,93,63,59,30","2,67,22,84,126"
5445279016,4563508613,True,1590886821,2493,4608,3,7,22,80,5,188,"39,60,120,87,1","37,44,78,30,126"
5445279214,4563526215,False,1590886871,3837,5484,5,7,22,80,6,136,"32,64,120,121,38","31,25,23,65,4"
5445283207,4563497233,True,1590887133,1366,4929,1,7,22,80,3,132,"40,89,27,120,39","88,126,70,63,20"
5445283401,4563501220,True,1590887152,1563,5540,4,7,22,80,5,123,"53,42,51,106,5","129,121,12,45,39"
5445287008,4563514996,False,1590887393,2384,5042,6,7,22,80,7,121,"111,70,62,9,49","120,3,7,77,67"
5445288811,4563508991,True,1590887508,1893,3945,3,7,22,80,5,251,"23,39,26,93,7","5,62,28,14,41"
5445290115,4563514934,True,1590887602,2286,5557,5,7,22,80,7,133,"121,70,104,9,126","44,58,114,112,38"
5445291603,4563529776,True,1590887704,3251,4479,2,7,22,80,6,135,"126,77,5,1,86","63,4,112,39,75"
5445294312,4563509527,False,1590887898,1554,6160,2,7,22,80,4,156,"56,86,46,5,6","60,10,39,110,7"
5445295518,4563517035,True,1590887963,1903,5682,6,7,22,80,8,122,"119,15,66,104,1","95,13,100,120,121"
5445297616,4563525761,True,1590888113,2492,5177,2,7,22,80,6,136,"11,12,110,62,71","49,101,64,53,106"
5445297707,4563537529,True,1590888119,3432,5911,3,7,22,80,5,131,"95,84,39,97,111","64,93,114,99,26"
5445300113,4563512915,True,1590888268,1457,4872,3,7,22,80,6,187,"110,64,62,76,1","93,83,80,31,98"
5445304819,4563524497,False,1590888569,1952,6578,4,7,22,80,6,152,"29,86,31,109,23","5,129,32,106,33"
5445308211,4563533832,False,1590888830,2405,4620,3,7,22,80,6,123,"42,51,26,11,60","120,4,110,79,126"
5445311711,4563545946,False,1590889039,3115,4780,3,7,22,80,5,155,"90,56,88,53,74","36,85,119,18,34"
5445318612,4563553433,True,1590889505,2841,5052,5,7,22,80,6,133,"41,107,75,36,106","126,38,32,3,34"
5445319014,4563534050,True,1590889531,1629,5012,2,7,22,80,3,122,"7,77,64,120,91","95,27,73,80,119"
5445320708,4563539097,False,1590889640,1936,4463,5,7,3,80,9,227,"23,119,25,80,75","22,42,84,98,39"
5445322513,4563552398,True,1590889751,2785,5196,4,7,22,80,8,121,"42,64,10,67,25","110,120,12,5,36"
5445324906,4563546972,False,1590889896,2085,5341,8,7,22,80,10,123,"126,16,25,44,37","40,112,80,74,9"
5445326801,4563538847,False,1590890017,1642,4979,8,7,3,80,9,227,"87,92,104,86,114","93,90,64,129,43"
5445335410,4563546430,True,1590890531,1517,6282,5,7,22,80,6,121,"106,30,119,96,56","71,111,43,72,53"
5445336800,4563556496,False,1590890616,2144,7484,6,7,22,80,8,122,"90,65,39,126,18","87,120,107,104,80"
5445339106,4563557924,False,1590890763,2229,5155,1,7,22,80,4,251,"59,86,93,27,51","7,26,98,11,1"
5445343012,4563561657,False,1590890993,2087,5869,4,7,22,80,5,132,"106,79,25,28,44","48,22,64,32,74"
5445353119,4563568285,False,1590891558,1938,7183,3,7,22,80,4,121,"39,42,2,56,9","78,114,53,62,79"
5445362908,4563582438,False,1590892099,2482,4353,7,7,22,80,9,227,"16,96,106,10,31","14,87,7,74,41"
5445365112,4563578779,False,1590892239,1803,4056,2,7,22,80,4,156,"14,104,8,74,31","83,86,93,45,7"
5445369218,4563582734,True,1590892469,2067,6489,3,7,22,80,5,121,"79,121,38,126,70","58,63,14,104,45"
5445370009,4563586437,False,1590892548,1661,4776,1,1,2,80,4,236,"27,40,93,107,65","126,111,43,90,77"
5445375312,4563592165,True,1590892780,2226,5105,7,7,3,80,9,227,"99,70,75,7,11","86,27,16,44,129"
5445379211,4563592963,False,1590892991,2155,5586,3,7,22,80,3,123,"64,46,53,42,83","38,33,105,80,120"
5445384012,4563584463,True,1590893282,1407,5081,3,7,22,80,7,123,"107,114,25,111,2","39,42,87,29,56"
5445384612,4563589997,False,1590893307,1676,5414,2,7,22,80,6,201,"128,46,14,22,32","42,45,120,90,17"
5445385105,4563598656,True,1590893332,2200,6104,7,0,22,80,9,123,"98,84,3,34,8","90,121,33,114,89"
5445392613,4563576551,False,1590893742,433,5342,6,0,22,80,7,136,"39,32,110,83,31","51,1,21,76,52"
5445395901,4563602395,True,1590893913,1923,4642,5,7,22,80,8,181,"10,64,128,74,36","129,67,9,114,3"
5445397604,4563614894,True,1590894012,2595,5431,5,0,22,80,5,251,"34,68,58,21,42","111,53,70,107,106"
5445403004,4563634437,False,1590894293,3385,4655,3,7,22,80,6,151,"104,50,12,114,39","25,2,72,31,111"
