match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5437062719,4556789332,True,1590519379,1661,5640.0,3.0,7,22,80,5,131,"19,89,129,128,110","51,38,42,39,26"
5437065401,4556792618,True,1590519564,1756,6266.0,6.0,7,3,80,8,236,"93,113,21,71,86","96,25,53,121,1"
5437066908,4556791808,False,1590519599,1695,5448.0,4.0,7,22,80,7,151,"126,31,95,13,56","68,28,106,10,83"
5437073305,4556798916,True,1590519887,1858,5635.0,5.0,7,22,80,6,137,"10,105,18,25,92","96,106,111,56,69"
5437074701,4556800963,True,1590519905,1884,4808.0,5.0,7,22,80,5,131,"42,28,14,31,45","126,97,9,56,3"
5437075611,4556800108,True,1590519964,1829,5095.0,5.0,7,22,80,7,121,"90,34,62,104,114","10,68,30,48,2"
5437077605,4556811844,True,1590520039,2499,6698.0,4.0,7,22,80,5,132,"77,51,110,26,53","105,44,19,21,13"
5437078603,4556811463,False,1590520078,2435,4579.0,5.0,7,22,80,6,137,"63,101,3,120,106","64,74,119,77,55"
5437083718,4556811458,False,1590520279,2106,4038.0,5.0,7,22,80,6,193,"12,22,27,104,120","32,38,112,30,114"
5437083719,4556846709,False,1590520294,4067,4637.0,5.0,7,22,80,7,152,"36,81,35,64,49","100,79,23,84,42"
5437084800,4556821057,True,1590520345,2494,5101.0,6.0,7,22,80,7,131,"31,23,36,44,114","126,90,64,76,21"
5437089410,4556828367,True,1590520544,2703,5136.0,6.0,7,22,80,7,135,"3,12,22,98,121","39,111,35,70,129"
5437094510,4556813689,False,1590520779,1597,5407.0,3.0,7,22,80,9,191,"7,77,70,111,17","65,68,10,107,98"
5437095307,4556833513,True,1590520818,2618,4744.0,4.0,7,22,80,5,191,"104,42,22,7,5","9,3,14,93,105"
5437096101,4556806631,True,1590520825,1402,4844.0,7.0,7,22,80,8,122,"111,52,126,8,51","20,56,129,67,31"
5437096102,4556822965,False,1590520850,1992,5485.0,5.0,7,22,80,5,138,"96,100,42,84,82","129,92,79,81,87"
5437097601,4556818232,False,1590520924,1931,5039.0,5.0,0,22,80,6,122,"101,27,48,8,106","18,19,98,97,50"
5437098311,4556848428,False,1590520949,3357,4536.0,4.0,7,22,80,5,137,"46,109,68,52,126","17,7,111,55,32"
5437100410,4556870025,False,1590521135,4329,4927.0,4.0,7,22,80,6,133,"107,104,56,31,35","40,42,114,96,119"
5437102612,4556821073,False,1590521196,1717,6273.0,6.0,7,22,80,6,121,"12,99,87,9,17","121,4,82,35,77"
5437104518,4556817240,False,1590521291,1477,5736.0,3.0,7,22,80,5,182,"9,93,120,57,50","31,47,38,86,12"
5437107905,4556814692,True,1590521433,1206,4976.0,4.0,7,22,80,4,133,"64,77,80,107,96","37,108,74,12,84"
5437110612,4556828421,False,1590521545,1888,5396.0,4.0,7,3,80,6,236,"39,19,41,68,87","104,27,8,51,21"
5437110902,4556829467,False,1590521551,1909,5139.0,3.0,7,22,80,6,156,"129,100,26,25,32","85,99,10,86,80"
5437116302,4556837058,False,1590521801,2043,5021.0,2.0,7,22,80,7,156,"104,110,92,31,109","91,106,86,70,49"
5437119617,4556845573,False,1590521951,2233,5614.0,4.0,7,22,80,6,138,"33,120,8,58,46","19,86,64,21,44"
5437122419,4556842224,False,1590522077,1992,4748.0,4.0,7,22,80,5,121,"36,52,37,35,96","53,17,86,109,31"
5437124810,4556836360,True,1590522192,1541,3861.0,5.0,7,22,80,8,137,"3,12,13,98,30","70,17,102,129,37"
5437128701,4556852742,True,1590522371,2324,5609.0,5.0,7,22,80,7,135,"90,39,2,19,56","15,66,30,63,129"
5437128801,4556844897,False,1590522381,1800,5237.0,5.0,7,22,80,7,121,"83,104,48,45,47","59,86,114,72,111"
5437130409,4556837813,False,1590522457,1434,4360.0,3.0,7,22,80,5,135,"71,129,72,33,11","70,92,10,107,66"
5437131213,4556855527,False,1590522482,2326,5141.0,7.0,7,22,80,8,122,"101,65,87,63,46","56,90,83,32,14"
5437131309,4556841093,True,1590522496,1592,6068.0,3.0,7,22,80,6,193,"101,89,53,31,110","3,58,56,7,70"
5437132402,4556844675,False,1590522551,1704,5425.0,2.0,7,22,80,4,138,"100,8,90,99,91","87,4,121,114,16"
5437135005,4556854338,True,1590522662,2084,4562.0,5.0,7,22,80,8,181,"1,83,30,74,19","126,100,129,77,58"
5437135200,4556846947,True,1590522671,1693,5992.0,3.0,0,22,80,4,136,"97,79,67,31,46","48,39,87,84,98"
5437135402,4556847231,True,1590522682,1664,6037.0,4.0,0,22,80,7,123,"37,89,17,23,35","7,94,13,104,42"
5437141803,4556858864,True,1590522972,2031,3069.0,2.0,7,22,80,4,134,"70,3,106,45,7","87,1,11,129,58"
5437143415,4556877231,False,1590522992,2939,4259.0,5.0,7,22,80,5,135,"41,38,31,34,87","55,86,10,83,15"
5437144215,4556852304,True,1590523053,1580,4877.0,3.0,7,22,80,5,203,"5,126,53,107,95","66,2,119,18,11"
5437147717,4556856507,False,1590523193,1690,4973.0,3.0,7,22,80,3,136,"50,8,59,128,80","73,70,60,96,90"
5437150212,4556889057,False,1590523297,3239,5444.0,6.0,7,3,80,10,227,"17,51,2,58,32","106,75,19,62,41"
5437150702,4556886772,True,1590523367,1948,6711.0,6.0,1,2,80,10,123,"58,86,95,120,13","79,96,109,9,39"
5437152702,4556878887,True,1590523403,2200,5365.0,4.0,7,22,80,7,152,"41,47,110,85,36","84,50,70,86,46"
5437156907,4556875390,False,1590523584,2312,5066.0,6.0,7,3,80,10,236,"43,65,109,21,77","27,2,112,126,41"
5437161502,4556887069,False,1590523774,2663,5017.0,3.0,7,22,80,5,134,"42,80,129,31,110","70,120,79,17,51"
5437163914,4556871674,False,1590523863,1809,5143.0,4.0,7,22,80,8,136,"126,56,112,62,12","121,45,10,65,32"
5437164405,4556880085,True,1590523908,2191,5129.0,4.0,7,22,80,5,152,"72,54,121,74,29","82,7,86,52,10"
5437165814,4556876924,False,1590523973,1978,6206.0,4.0,7,22,80,4,135,"52,41,53,12,66","106,89,38,3,86"
